dissertation_id,aha_dissertation_id,scholar_id,aha_scholar_id,role
11115,17307,1833,9465,chair
11121,17314,6505,31760,chair
11122,17315,28477,132116,chair
11123,17316,23302,115495,chair
11126,17319,8256,41067,chair
11126,17319,16873,80661,reader
11127,17320,14176,67979,chair
11127,17320,24897,119489,reader
11128,17321,8643,42342,chair
11129,17322,28477,132116,chair
11131,17324,28477,132116,chair
11134,17327,14284,68350,chair
11136,17329,943,7161,chair
11137,17330,5085,20223,chair
11139,17332,4499,18639,chair
11144,17337,27154,126689,chair
11145,17338,20343,99025,chair
11146,17339,17074,81430,chair
11148,17341,1166,7757,chair
11154,17347,23113,115173,chair
11155,17348,4800,19421,chair
11157,17350,23925,117047,chair
11159,17352,18840,88959,chair
11160,17353,7302,36639,chair
11161,17354,9388,45290,chair
11162,17355,26266,122902,chair
11164,17357,2619,11611,chair
11165,17358,23789,116746,chair
11166,17360,20956,102103,chair
11167,17361,1563,8749,chair
11168,17362,2736,11951,chair
11169,17363,6754,32689,chair
11172,17366,30630,137641,chair
11173,17367,25301,120203,chair
11174,17368,25301,120203,chair
11177,17371,1386,8292,chair
11179,17373,13027,62435,chair
11180,17374,8009,39991,chair
11181,17375,30063,136903,chair
11183,17377,27273,126947,chair
11185,17379,3142,13015,chair
11187,17381,27273,126947,chair
11189,17383,20341,99022,chair
11190,17384,5378,20991,chair
11191,17385,19859,94789,chair
11192,17386,523,5969,chair
11193,17387,13819,65998,chair
11194,17388,9847,48100,chair
11195,17389,21264,103372,chair
11199,17393,3273,15452,chair
11204,17399,6283,23257,chair
11205,17400,4308,18128,chair
11206,17401,23938,117064,chair
11213,17408,1656,8988,chair
11214,17409,1139,7683,chair
11215,17410,28963,132935,chair
11221,17416,28656,132341,chair
11223,17418,29578,136023,chair
11224,17419,4512,18680,chair
11225,17420,27291,126969,chair
11226,17421,1711,9141,chair
11227,17422,30363,137339,chair
11229,17424,4263,18039,chair
11230,17425,2654,11722,chair
11232,17427,26887,126013,chair
11233,17428,4836,19544,chair
11234,17429,1530,8686,chair
11236,17431,27276,126950,chair
11237,17432,14247,68208,chair
11237,17432,2990,12597,reader
11239,17434,5419,21097,chair
11240,17435,26907,126045,chair
11241,17436,32937,143639,chair
11242,17437,6339,31122,chair
11246,17441,24044,117209,chair
11247,17442,23180,115288,chair
11254,17449,29865,136447,chair
11255,17450,401,5626,chair
11256,17451,8889,43482,chair
11257,17452,15810,76293,chair
11258,17453,19350,91711,chair
11259,17454,5215,20588,chair
11260,17455,23936,117062,chair
11262,17457,900,7028,chair
11263,17458,998,7289,chair
11265,17460,19350,91711,chair
11267,17462,28702,132399,chair
11282,17477,1472,8521,chair
11287,17482,30239,137170,chair
11298,17493,29669,136160,chair
11300,17495,28156,131423,chair
11301,17496,13880,66311,chair
11302,17497,4189,17849,chair
11304,17499,1706,9127,chair
11305,17500,22590,112496,chair
11310,17505,30060,136898,chair
11313,17508,4496,18634,chair
11314,17509,15781,76075,chair
11316,17511,28768,132517,chair
11317,17512,7622,38711,chair
11318,17513,4512,18680,chair
11322,17518,23930,117055,chair
11323,17519,12524,60529,chair
11324,17520,450,5755,chair
11327,17523,3605,16301,chair
11328,17524,2302,10793,chair
11330,17526,3838,16895,chair
11331,17527,10261,49721,chair
11332,17528,2799,12101,chair
11334,17530,21928,108445,chair
11335,17531,21093,102781,chair
11336,17532,27336,127217,chair
11337,17533,3740,16619,chair
11340,17536,22976,114816,chair
11340,17536,9995,48631,reader
11344,17541,30072,136913,chair
11345,17542,788,6719,chair
11346,17543,598,6194,chair
11347,17544,9526,46541,chair
11350,17547,25094,119831,chair
11356,17553,32192,142049,chair
11357,17554,10138,49297,chair
11360,17557,24772,119132,chair
11366,17563,3726,16585,chair
11368,17565,25307,120213,chair
11370,17567,3058,12773,chair
11371,17568,23944,117070,chair
11372,17569,8591,42204,chair
11374,17571,290,5335,chair
11375,17572,12833,61584,chair
11387,17584,30645,137656,chair
11393,17590,5111,20296,chair
11394,17591,27273,126947,chair
11397,17594,27277,126951,chair
11398,17595,12117,58546,chair
11399,17596,5463,21210,chair
11400,17597,26087,122001,chair
11402,17599,30780,137855,chair
11404,17601,10012,48812,chair
11405,17602,3986,17325,chair
11414,17611,3729,16597,chair
11416,17613,30209,137138,chair
11416,17613,24897,119489,reader
11421,17618,19240,91035,chair
11423,17620,21051,102587,chair
11425,17622,28319,131811,chair
11426,17623,1403,8341,chair
11427,17624,23540,116049,chair
11435,17632,900,7028,chair
11437,17634,16646,79800,chair
11438,17635,30225,137156,chair
11440,17637,4875,19657,chair
11444,17641,4282,18080,chair
11447,17644,4405,18386,chair
11448,17645,6730,32619,chair
11449,17646,12467,60371,chair
11452,17649,3384,15745,chair
11454,17651,13612,65095,chair
11457,17654,28772,132521,chair
11461,17658,24925,119526,chair
11462,17659,7584,38619,chair
11466,17663,16646,79800,chair
11469,17666,24666,118867,chair
11470,17667,3273,15452,chair
11470,17667,4455,18508,reader
11478,17675,22574,112448,chair
11480,17677,1305,8103,chair
11480,17677,24788,119158,reader
11482,17679,9885,48260,chair
11485,17682,27243,126838,chair
11489,17686,741,6593,chair
11492,17689,6732,32625,chair
11494,17691,30470,137457,chair
11498,17695,860,6919,chair
11500,17698,1383,8280,chair
11501,17699,19929,95327,chair
11501,17699,14681,70494,reader
11503,17701,10289,49802,chair
11506,17704,30211,137141,chair
11507,17705,24069,117251,chair
11511,17709,20958,102112,chair
11512,17710,23545,116054,chair
11513,17711,5117,20317,chair
11513,17711,15986,76932,reader
11514,17712,14148,67871,chair
11517,17715,30225,137156,chair
11518,17716,4257,18018,chair
11519,17717,10172,49426,chair
11526,17724,326,5430,chair
11528,17726,24776,119137,chair
11529,17727,6804,32952,chair
11531,17729,19269,91166,chair
11533,17731,16503,79015,chair
11536,17734,9667,47250,chair
11537,17735,1439,8434,chair
11539,17737,18761,88658,chair
11540,17738,29656,136144,chair
11543,17741,17830,84735,chair
11544,17742,2115,10314,chair
11549,17747,32237,142431,chair
11550,17748,6758,32700,chair
11552,17751,3493,16019,chair
11555,17754,5059,20141,chair
11560,17759,30679,137704,chair
11562,17761,27337,127218,chair
11566,17765,12898,61814,chair
11569,17768,18847,88992,chair
11570,17769,1652,8982,chair
11572,17771,3470,15949,chair
11574,17773,22114,109992,chair
11576,17775,26892,126018,chair
11577,17776,3133,12978,chair
11578,17777,5011,20019,chair
11579,17778,1481,8536,chair
11580,17779,9027,44074,chair
11582,17781,22266,110851,chair
11586,17785,18935,89438,chair
11587,17786,324,5426,chair
11588,17787,5454,21182,chair
11591,17790,8728,42712,chair
11593,17792,2015,10040,chair
11596,17795,7424,37409,chair
11597,17796,8864,43332,chair
11600,17799,11332,54429,chair
11601,17800,21128,102912,chair
11602,17801,13685,65388,chair
11604,17803,30494,137484,chair
11607,17806,24621,118684,chair
11608,17807,4215,17924,chair
11611,17810,30574,137579,chair
11614,17813,28316,131807,chair
11615,17814,12630,60833,chair
11616,17815,26948,126100,chair
11618,17817,21649,105458,chair
11622,17821,24454,118246,chair
11624,17823,13880,66311,chair
11625,17824,3133,12978,chair
11626,17825,29672,136163,chair
11627,17826,1316,8136,chair
11628,17827,23935,117061,chair
11631,17831,28330,131826,chair
11634,17834,27336,127217,chair
11636,17836,5159,20444,chair
11637,17837,19017,89773,chair
11638,17838,31003,138487,chair
11642,17842,3823,16856,chair
11643,17843,19437,92157,chair
11644,17844,23342,115674,chair
11644,17844,4742,19257,reader
11647,17847,4199,17888,chair
11648,17848,5294,20793,chair
11650,17850,25272,120149,chair
11655,17855,545,6030,chair
11656,17856,29672,136163,chair
11658,17858,1101,7578,chair
11662,17862,420,5699,chair
11668,17868,32237,142431,chair
11669,17869,1552,8727,chair
11673,17873,4046,17497,chair
11674,17874,26100,122046,chair
11675,17875,29762,136320,chair
11678,17878,29588,136033,chair
11683,17885,15988,76936,chair
11685,17887,24684,118892,chair
11686,17888,3423,15842,chair
11690,17892,2336,10874,chair
11690,17892,25131,119919,reader
11692,17894,4887,19687,chair
11694,17896,26083,121981,chair
11698,17900,18140,85663,chair
11699,17901,19842,94742,chair
11700,17902,2670,11762,chair
11701,17903,100,1901,chair
11704,17906,24683,118890,chair
11705,17907,412,5674,chair
11706,17909,5461,21205,chair
11707,17910,257,2524,chair
11708,17911,18293,86090,chair
11710,17913,970,7218,chair
11714,17917,2932,12427,chair
11715,17918,1297,8074,chair
11719,17923,28772,132521,chair
11720,17924,28781,132531,chair
11721,17925,3122,12946,chair
11723,17927,29665,136155,chair
11724,17928,900,7028,chair
11729,17933,5634,21626,chair
11730,17934,13092,62853,chair
11731,17935,30675,137700,chair
11732,17936,5885,22229,chair
11734,17938,5116,20315,chair
11735,17939,7553,38384,chair
11736,17940,8054,40127,chair
11736,17940,4455,18508,reader
11737,17941,7682,38906,chair
11742,17947,22756,113260,chair
11747,17952,18639,87895,chair
11750,17955,25025,119692,chair
11751,17956,24972,119595,chair
11752,17957,23684,116464,chair
11757,17962,2931,12423,chair
11760,17965,2377,10975,chair
11761,17966,14461,69180,chair
11765,17970,24367,117983,chair
11767,17972,30406,137387,chair
11768,17973,8328,41348,chair
11771,17976,5962,22444,chair
11772,17977,3283,15474,chair
11776,17981,20792,101322,chair
11777,17982,566,6080,chair
11778,17983,6092,22757,chair
11779,17985,28781,132531,chair
11780,17986,28765,132514,chair
11781,17987,10032,48860,chair
11783,17990,26350,123328,chair
11785,17992,29657,136146,chair
11799,18006,23467,115886,chair
11801,18008,6987,33746,chair
11804,18011,30528,137530,chair
11811,18020,5417,21095,chair
11813,18023,25091,119826,chair
11815,18025,26974,126138,chair
11816,18026,27542,128342,chair
11817,18027,21009,102354,chair
11823,18033,16618,79687,chair
11825,18035,30372,137348,chair
11826,18036,27238,126828,chair
11827,18038,24418,118186,chair
11830,18041,9404,45338,chair
11830,18041,14175,67978,reader
11831,18042,15483,74358,chair
11833,18044,9600,46891,chair
11836,18047,3716,16553,chair
11839,18050,13880,66311,chair
11840,18051,3556,16183,chair
11841,18052,366,5522,chair
11843,18054,24995,119622,chair
11844,18055,2791,12087,chair
11846,18057,4848,19582,chair
11847,18058,4081,17576,chair
11848,18059,2095,10261,chair
11848,18059,1303,8094,reader
11850,18061,5789,21994,chair
11851,18062,28768,132517,chair
11853,18064,4941,19815,chair
11854,18065,20300,98956,chair
11858,18070,6148,22895,chair
11858,18070,6703,32548,reader
11861,18073,3833,16882,chair
11862,18074,17807,84663,chair
11863,18075,3218,15325,chair
11864,18076,30248,137195,chair
11865,18077,4642,19015,chair
11865,18077,5527,21380,reader
11871,18083,7903,39692,chair
11873,18085,28382,131962,chair
11874,18086,30608,137618,chair
11876,18088,12648,60871,chair
11879,18091,55,1699,chair
11880,18092,378,5548,chair
11881,18093,27578,128506,chair
11882,18094,9027,44074,chair
11883,18095,3593,16279,chair
11885,18097,3390,15760,chair
11885,18097,7670,38872,reader
11887,18099,11464,55127,chair
11889,18101,1305,8103,chair
11891,18103,5111,20296,chair
11894,18106,29667,136157,chair
11896,18109,10541,51071,chair
11899,18112,14681,70494,chair
11900,18113,1701,9110,chair
11901,18114,24940,119553,chair
11904,18117,3979,17302,chair
11906,18119,27272,126946,chair
11907,18120,293,5342,chair
11910,18123,30708,137749,chair
11915,18128,2564,11476,chair
11916,18129,9510,46488,chair
11918,18131,32195,142052,chair
11921,18134,5355,20944,chair
11922,18135,6468,31610,chair
11924,18137,17804,84656,chair
11925,18138,486,5869,chair
11926,18139,3621,16349,chair
11929,18142,6447,31512,chair
11932,18145,11981,57829,chair
11932,18145,16349,78226,reader
11933,18146,4086,17588,chair
11934,18147,1701,9110,chair
11936,18149,19438,92175,chair
11937,18150,5641,21642,chair
11940,18153,15954,76841,chair
11944,18157,25064,119754,chair
11945,18158,30718,137760,chair
11946,18159,8423,41660,chair
11948,18161,4094,17607,chair
11950,18163,16465,78791,chair
11951,18164,4081,17576,chair
11952,18165,26911,126049,chair
11954,18167,12965,62124,chair
11955,18168,30730,137775,chair
11956,18169,2321,10840,chair
11958,18171,18935,89438,chair
11959,18172,5680,21728,chair
11960,18173,27339,127233,chair
11962,18175,4309,18129,chair
11965,18178,2656,11726,chair
11966,18179,30227,137158,chair
11967,18180,3350,15667,chair
11968,18181,23419,115818,chair
11969,18182,16262,77841,chair
11969,18182,1801,9389,reader
11973,18186,28382,131962,chair
11973,18186,6987,33746,reader
11974,18187,10053,48959,chair
11977,18191,19216,90883,chair
11978,18192,9983,48560,chair
11983,18197,5853,22147,chair
11984,18198,2854,12251,chair
11986,18200,2576,11510,chair
11986,18200,20343,99025,reader
11987,18201,2654,11722,chair
11989,18203,30699,137735,chair
11992,18206,17883,84890,chair
11993,18207,5792,21999,chair
11997,18211,26768,125805,chair
12003,18218,10040,48886,chair
12003,18218,9205,44585,reader
12005,18220,30470,137457,chair
12006,18221,30375,137351,chair
12006,18221,27001,126174,reader
12007,18222,30237,137168,chair
12009,18224,506,5921,chair
12015,18230,19932,95332,chair
12016,18232,27187,126733,chair
12017,18233,30390,137369,chair
12019,18235,18935,89438,chair
12022,18238,1351,8222,chair
12023,18239,21631,105326,chair
12026,18243,3227,15343,chair
12027,18244,26966,126130,chair
12028,18245,30653,137669,chair
12028,18245,24631,118709,reader
12032,18249,2576,11510,chair
12037,18254,18853,89027,chair
12041,18258,10409,50339,chair
12043,18260,27288,126966,chair
12045,18262,1701,9110,chair
12046,18263,11416,54920,chair
12048,18265,2149,10405,chair
12051,18269,14706,70573,chair
12055,18273,2015,10040,chair
12057,18275,21600,105285,chair
12059,18277,24671,118872,chair
12061,18279,13575,64950,chair
12062,18280,25235,120089,chair
12062,18280,25232,120084,reader
12065,18283,6721,32587,chair
12065,18283,2713,11901,reader
12066,18284,6539,31864,chair
12066,18284,3423,15842,reader
12070,18289,30770,137834,chair
12075,18294,27163,126700,chair
12078,18297,23082,115123,chair
12080,18299,747,6618,chair
12080,18299,6447,31512,reader
12081,18300,3922,17166,chair
12082,18301,1286,8047,chair
12083,18302,26867,125975,chair
12083,18302,26372,123429,reader
12085,18304,4919,19759,chair
12086,18305,2021,10064,chair
12088,18307,10294,49833,chair
12091,18310,1670,9017,chair
12092,18311,5355,20944,chair
12095,18314,5553,21431,chair
12097,18316,6758,32700,chair
12100,18319,27336,127217,chair
12101,18320,5796,22005,chair
12104,18323,8436,41706,chair
12105,18324,23299,115491,chair
12107,18326,4172,17799,chair
12111,18330,6209,23058,chair
12116,18335,3144,13022,chair
12117,18336,5314,20848,chair
12120,18339,24772,119132,chair
12121,18340,29545,135988,chair
12122,18341,21214,103135,chair
12125,18344,12988,62268,chair
12127,18346,7103,35875,chair
12128,18347,8256,41067,chair
12130,18349,28778,132528,chair
12131,18350,1025,7351,chair
12132,18351,4076,17569,chair
12134,18353,6332,31094,chair
12136,18355,25306,120211,chair
12137,18356,16033,77062,chair
12140,18359,15579,74661,chair
12141,18360,27877,129967,chair
12143,18362,2626,11648,chair
12144,18363,5117,20317,chair
12146,18365,8892,43498,chair
12147,18366,2654,11722,chair
12147,18366,5885,22229,reader
12148,18367,9638,47054,chair
12149,18368,4496,18634,chair
12150,18369,1306,8105,chair
12152,18371,2831,12184,chair
12155,18374,7584,38619,chair
12156,18375,9502,46472,chair
12158,18377,2746,11975,chair
12164,18383,6001,22536,chair
12166,18385,20940,102007,chair
12166,18385,17021,81207,reader
12167,18386,4986,19948,chair
12168,18387,11501,55329,chair
12170,18389,3437,15874,chair
12171,18390,4199,17888,chair
12172,18391,5905,22290,chair
12175,18394,12123,58574,chair
12179,18398,6679,32409,chair
12185,18404,2670,11762,chair
12187,18406,27111,126354,chair
12190,18409,27288,126966,chair
12191,18410,23103,115157,chair
12194,18413,43777,156313,chair
12196,18415,316,5405,chair
12197,18416,5840,22119,chair
12197,18416,30803,137897,reader
12199,18418,16646,79800,chair
12200,18419,31022,138559,chair
12201,18420,450,5755,chair
12202,18421,16451,78730,chair
12204,18423,26267,122905,chair
12208,18427,21927,108444,chair
12212,18431,29764,136322,chair
12214,18433,786,6714,chair
12215,18434,20561,100224,chair
12219,18438,16441,78699,chair
12227,18446,3380,15733,chair
12229,18448,6273,23215,chair
12236,18455,2172,10468,chair
12238,18457,413,5675,chair
12239,18458,30427,137409,chair
12240,18459,31080,138663,chair
12242,18461,20564,100232,chair
12243,18463,4315,18153,chair
12244,18464,11987,57842,chair
12249,18469,3117,12935,chair
12250,18470,2154,10413,chair
12251,18471,29657,136146,chair
12255,18475,20801,101334,chair
12256,18476,8958,43830,chair
12256,18476,18957,89529,reader
12263,18483,31896,140530,chair
12264,18484,1147,7698,chair
12267,18487,29745,136301,chair
12269,18489,8025,40035,chair
12271,18491,9502,46472,chair
12272,18492,5355,20944,chair
12274,18494,12446,60306,chair
12275,18495,17935,85051,chair
12280,18500,26350,123328,chair
12282,18502,27282,126956,chair
12283,18503,27277,126951,chair
12288,18508,23070,115087,chair
12289,18509,16787,80304,chair
12292,18512,7393,37240,chair
12294,18514,1098,7567,chair
12295,18515,26084,121982,chair
12298,18518,30334,137305,chair
12300,18520,19377,91830,chair
12306,18526,23944,117070,chair
12307,18527,10605,51381,chair
12308,18528,800,6758,chair
12310,18530,21928,108445,chair
12311,18531,20254,98794,chair
12312,18532,5905,22290,chair
12313,18533,28682,132370,chair
12315,18535,27187,126733,chair
12318,18538,9122,44336,chair
12318,18538,1825,9449,reader
12319,18539,4665,19077,chair
12320,18540,14713,70612,chair
12321,18541,30265,137213,chair
12323,18543,12329,59656,chair
12324,18544,25083,119788,chair
12327,18547,20482,99826,chair
12330,18550,30347,137318,chair
12330,18550,21050,102579,reader
12331,18551,12424,60199,chair
12333,18553,5859,22171,chair
12334,18554,3114,12931,chair
12336,18557,28179,131471,chair
12336,18557,6863,33174,reader
12337,18558,5065,20153,chair
12343,18564,30569,137574,chair
12351,18572,11050,53193,chair
12353,18574,15258,73225,chair
12354,18575,19933,95335,chair
12357,18578,2182,10496,chair
12358,18579,8991,43973,chair
12359,18580,12838,61595,chair
12362,18584,900,7028,chair
12363,18585,30281,137230,chair
12365,18587,30477,137464,chair
12366,18588,2112,10305,chair
12372,18594,11204,53955,chair
12374,18596,28787,132541,chair
12376,18598,29538,135969,chair
12379,18601,8168,40588,chair
12380,18602,13998,67043,chair
12382,18604,28963,132935,chair
12388,18610,8342,41387,chair
12397,18619,2983,12576,chair
12399,18621,28681,132369,chair
12400,18622,1908,9690,chair
12403,18625,1264,7993,chair
12403,18625,1665,9010,reader
12405,18627,19269,91166,chair
12406,18628,6820,32993,chair
12408,18630,9344,45081,chair
12410,18633,11706,56597,chair
12411,18634,18175,85754,chair
12412,18635,7745,39161,chair
12413,18636,899,7027,chair
12416,18639,28641,132325,chair
12418,18641,17623,84045,chair
12419,18642,22573,112447,chair
12423,18646,6156,22912,chair
12424,18647,9368,45184,chair
12425,18648,17710,84322,chair
12431,18654,29670,136161,chair
12432,18655,29670,136161,chair
12433,18656,25083,119788,chair
12433,18656,5679,21725,reader
12434,18657,786,6714,chair
12435,18658,10016,48818,chair
12439,18663,11276,54175,chair
12440,18664,4309,18129,chair
12444,18668,29672,136163,chair
12447,18671,7467,37756,chair
12452,18676,21614,105301,chair
12453,18677,28564,132213,chair
12455,18679,20200,98662,chair
12456,18680,25083,119788,chair
12456,18680,5914,22316,reader
12461,18685,28764,132513,chair
12462,18686,6987,33746,chair
12463,18687,6523,31810,chair
12464,18688,4175,17810,chair
12465,18689,17317,82571,chair
12466,18690,11370,54585,chair
12468,18692,4297,18108,chair
12470,18694,11824,57205,chair
12472,18696,12214,58918,chair
12473,18697,1797,9380,chair
12475,18699,373,5541,chair
12476,18700,9336,45056,chair
12479,18703,349,5485,chair
12480,18704,30530,137532,chair
12483,18707,3417,15830,chair
12486,18710,4143,17735,chair
12493,18719,20347,99032,chair
12495,18722,1503,8589,chair
12496,18723,1801,9389,chair
12497,18724,28766,132515,chair
12498,18725,7303,36641,chair
12498,18725,30804,137898,reader
12499,18726,6419,31437,chair
12500,18727,26214,122584,chair
12501,18728,16329,78173,chair
12505,18732,3682,16469,chair
12508,18735,2566,11482,chair
12515,18743,20686,100852,chair
12517,18746,24765,119085,chair
12519,18748,14904,71737,chair
12523,18752,13060,62622,chair
12524,18753,8099,40289,chair
12524,18753,20549,100189,reader
12525,18754,4524,18702,chair
12531,18760,20801,101334,chair
12533,18762,3339,15628,chair
12533,18762,30810,137905,reader
12535,18764,24979,119603,chair
12541,18770,5206,20568,chair
12542,18771,16787,80304,chair
12547,18776,20790,101320,chair
12549,18778,27290,126968,chair
12551,18781,24774,119134,chair
12552,18783,26887,126013,chair
12555,18786,19612,93060,chair
12556,18787,18730,88470,chair
12558,18790,27539,128338,chair
12560,18792,30403,137384,chair
12562,18794,6308,23329,chair
12563,18795,16094,77303,chair
12563,18795,29713,136251,reader
12564,18796,4719,19197,chair
12565,18797,4512,18680,chair
12567,18799,24925,119526,chair
12567,18799,21558,105145,reader
12568,18800,27244,126840,chair
12572,18804,11036,53137,chair
12573,18805,4602,18922,chair
12575,18807,1264,7993,chair
12576,18808,741,6593,chair
12579,18811,10461,50551,chair
12583,18815,9535,46565,chair
12584,18816,4665,19077,chair
12586,18818,24947,119562,chair
12587,18819,5976,22475,chair
12588,18820,23980,117118,chair
12596,18828,2351,10913,chair
12597,18829,746,6617,chair
12598,18830,4771,19342,chair
12602,18834,4401,18375,chair
12604,18836,12214,58918,chair
12605,18837,5188,20525,chair
12608,18840,5685,21738,chair
12608,18840,3334,15615,reader
12609,18841,2434,11149,chair
12613,18846,23509,115955,chair
12615,18848,28676,132361,chair
12622,18855,8328,41348,chair
12623,18856,11361,54551,chair
12627,18860,3229,15345,chair
12628,18862,30442,137427,chair
12631,18865,19831,94675,chair
12634,18868,1246,7950,chair
12635,18869,25083,119788,chair
12636,18870,4917,19748,chair
12637,18871,23103,115157,chair
12638,18872,24929,119532,chair
12643,18877,30427,137409,chair
12646,18880,2664,11751,chair
12649,18883,3692,16497,chair
12652,18886,21283,103435,chair
12653,18887,21283,103435,chair
12657,18891,12214,58918,chair
12658,18892,5376,20987,chair
12659,18893,23452,115863,chair
12662,18896,10203,49543,chair
12663,18897,30304,137272,chair
12665,18899,3983,17313,chair
12666,18900,2424,11119,chair
12669,18903,16241,77777,chair
12676,18910,31007,138495,chair
12677,18911,30266,137214,chair
12680,18914,25309,120218,chair
12682,18916,1597,8832,chair
12685,18919,6916,33395,chair
12689,18923,18179,85762,chair
12692,18927,441,5737,chair
12695,18931,30661,137677,chair
12696,18932,30239,137170,chair
12698,18934,22590,112496,chair
12701,18937,23339,115669,chair
12708,18944,4599,18912,chair
12710,18946,27272,126946,chair
12710,18946,30274,137223,reader
12711,18947,1599,8837,chair
12716,18952,5085,20223,chair
12721,18957,14919,71806,chair
12722,18958,22411,111645,chair
12723,18959,29720,136258,chair
12724,18960,18334,86250,chair
12726,18962,29674,136167,chair
12728,18964,30624,137635,chair
12731,18967,28767,132516,chair
12732,18968,3051,12756,chair
12733,18969,27008,126186,chair
12734,18970,4215,17924,chair
12735,18972,19570,92900,chair
12742,18979,598,6194,chair
12744,18981,9821,47991,chair
12745,18982,27119,126366,chair
12748,18986,21317,103616,chair
12750,18988,4257,18018,chair
12752,18991,20779,101307,chair
12753,18992,30219,137150,chair
12756,18995,23401,115792,chair
12760,18999,4339,18217,chair
12762,19001,28380,131955,chair
12763,19002,27244,126840,chair
12764,19003,27182,126728,chair
12764,19003,27154,126689,reader
12765,19004,18120,85602,chair
12767,19006,2182,10496,chair
12767,19006,28479,132118,reader
12768,19007,30528,137530,chair
12771,19010,30587,137594,chair
12775,19014,5360,20956,chair
12777,19016,16885,80780,chair
12778,19017,26087,122001,chair
12779,19018,27276,126950,chair
12781,19020,7992,39939,chair
12782,19021,23971,117109,chair
12783,19022,3987,17326,chair
12785,19024,17830,84735,chair
12787,19026,25307,120213,chair
12789,19028,5789,21994,chair
12790,19029,24482,118298,chair
12791,19030,6345,31145,chair
12793,19032,28319,131811,chair
12795,19034,3350,15667,chair
12797,19036,24409,118174,chair
12799,19038,27198,126751,chair
12802,19041,10541,51071,chair
12804,19043,20998,102317,chair
12805,19044,27273,126947,chair
12807,19046,27273,126947,chair
12809,19048,24466,118261,chair
12810,19049,14695,70546,chair
12816,19055,29672,136163,chair
12817,19057,28764,132513,chair
12821,19061,1025,7351,chair
12822,19062,3986,17325,chair
12823,19063,20192,98652,chair
12824,19064,1054,7433,chair
12825,19065,23923,117045,chair
12834,19074,4181,17830,chair
12837,19077,6016,22568,chair
12841,19081,7044,34121,chair
12845,19085,11537,55673,chair
12849,19089,4196,17875,chair
12851,19091,1552,8727,chair
12852,19092,26887,126013,chair
12853,19093,6779,32862,chair
12855,19095,30743,137792,chair
12858,19098,1264,7993,chair
12859,19099,3193,15268,chair
12863,19103,600,6204,chair
12866,19106,19106,90149,chair
12869,19110,746,6617,chair
12872,19113,30247,137194,chair
12873,19114,4981,19923,chair
12877,19118,26357,123351,chair
12879,19120,13348,64137,chair
12884,19125,1698,9103,chair
12885,19126,28765,132514,chair
12886,19127,421,5701,chair
12888,19129,18512,87295,chair
12891,19132,22499,112099,chair
12893,19134,28668,132353,chair
12899,19140,11084,53374,chair
12900,19141,1286,8047,chair
12901,19142,4027,17442,chair
12901,19142,5753,21896,reader
12903,19144,13035,62507,chair
12904,19145,6948,33531,chair
12905,19146,5603,21553,chair
12906,19147,30463,137450,chair
12908,19149,5385,21006,chair
12911,19154,22004,109106,chair
12912,19155,10943,52900,chair
12912,19155,1597,8832,reader
12913,19156,24069,117251,chair
12915,19158,23305,115499,chair
12918,19161,5130,20360,chair
12919,19162,6591,32094,chair
12921,19164,7923,39724,chair
12925,19168,23470,115890,chair
12926,19169,28477,132116,chair
12930,19173,5130,20360,chair
12932,19175,5505,21317,chair
12933,19176,3605,16301,chair
12934,19177,19350,91711,chair
12935,19178,5676,21717,chair
12938,19181,8536,42004,chair
12939,19182,58309,172672,chair
12946,19189,28101,131108,chair
12947,19190,27570,128493,chair
12949,19192,30780,137855,chair
12951,19194,6107,22783,chair
12955,19198,30281,137230,chair
12958,19201,7065,34309,chair
12961,19204,5467,21217,chair
12962,19205,1492,8565,chair
12963,19206,5355,20944,chair
12965,19208,20287,98936,chair
12967,19210,23541,116050,chair
12968,19211,6569,32011,chair
12970,19213,2231,10602,chair
12974,19217,21922,108390,chair
12975,19218,4315,18153,chair
12976,19219,29610,136064,chair
12978,19221,59473,184836,chair
12981,19224,6002,22538,chair
12982,19225,31632,139585,chair
12983,19226,7445,37552,chair
12986,19230,22571,112443,chair
12987,19231,9517,46500,chair
13002,19246,2252,10647,chair
13003,19247,24441,118221,chair
13005,19249,4743,19259,chair
13006,19250,24603,118648,chair
13007,19251,2978,12563,chair
13008,19252,606,6228,chair
13009,19253,27571,128497,chair
13014,19258,1689,9081,chair
13015,19259,8305,41272,chair
13016,19260,22245,110742,chair
13017,19261,7532,38283,chair
13018,19262,4249,18006,chair
13019,19263,4365,18290,chair
13021,19266,23423,115822,chair
13025,19270,25177,120002,chair
13026,19271,17804,84656,chair
13027,19272,26927,126070,chair
13032,19277,747,6618,chair
13034,19279,20790,101320,chair
13035,19280,15258,73225,chair
13037,19282,24892,119480,chair
13038,19283,30209,137138,chair
13039,19284,30330,137301,chair
13043,19288,4941,19815,chair
13044,19289,30596,137603,chair
13045,19290,2745,11974,chair
13046,19291,1603,8852,chair
13051,19296,7813,39376,chair
13054,19299,17608,83993,chair
13055,19301,13273,63834,chair
13057,19304,32330,142598,chair
13059,19306,23452,115863,chair
13061,19308,28621,132283,chair
13065,19312,1917,9728,chair
13066,19313,7906,39696,chair
13067,19314,13778,65784,chair
13068,19315,23303,115496,chair
13072,19319,5728,21843,chair
13073,19320,7900,39684,chair
13075,19322,9907,48312,chair
